"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Infants","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"1","Fast","WEB","1","B","grade2","OTHER",48," CC City",14,2,0,0,"B","NO","NO","Ms","NO","1","2017","5",29,"Monday","2018","4",29,"Sunday","Business_Hour","morning","spring","F"
"2","Fast","WEB","0","OTHER","grade1","Any Airport",74," AC",14,4,2,1,"B","NO","NO","Ms","NO","1","2018","5",14,"Monday","2019","10",14,"Monday","Business_Hour","morning","fall","F"
"3","Fast","PHONE","1","A","grade1","MCH",26," JH Area",14,2,0,0,"A","YES","NO","Ms","YES","1","2018","11",4,"Sunday","2019","5",5,"Sunday","Business_Hour","afternoon","spring","F"
"4","Fast","PHONE","0","A","grade2","OTHER",27," DC Drive",14,2,2,0,"B","YES","NO","Ms","NO","1","2019","1",2,"Wednesday","2019","7",10,"Wednesday","Business_Hour","morning","summer","F"
"5","Fast","PHONE","1","B","grade2","Lon All",47,"OTHER",17,2,2,0,"A","YES","NO","Ms","YES","1","2018","9",21,"Friday","2019","8",14,"Wednesday","Business_Hour","afternoon","summer","F"
"6","Fast","PHONE","0","A","grade1","MCH",27," AB",14,2,2,0,"A","NO","NO","Ms","NO","1","2017","9",18,"Monday","2018","3",30,"Friday","Business_Hour","night","spring","F"
"7","Fast","PHONE","0","A","grade1","Lon Gat",62," AB",14,3,2,0,"B","YES","YES","Ms","NO","1","2018","1",15,"Monday","2019","3",26,"Tuesday","Business_Hour","morning","spring","F"
"8","Fast","PHONE","1","A","grade2","Lon All",56," AA Resort",14,2,3,0,"B","NO","NO","Ms","NO","1","2018","4",22,"Sunday","2019","5",23,"Thursday","Business_Hour","afternoon","spring","F"
"9","Fast","PHONE","1","E","None","Lon All",14,"OTHER",14,3,0,0,"A","YES","YES","Ms","NO","1","2017","10",29,"Sunday","2018","2",9,"Friday","Business_Hour","afternoon","winter","F"
"10","Fast","PHONE","1","A","grade2","Lon All",85," AA Resort",14,1,1,0,"B","YES","NO","Ms","NO","1","2019","1",1,"Tuesday","2020","8",16,"Sunday","Business_Hour","afternoon","summer","F"
"11","Fast","PHONE","1","A","grade2","Lon Heathrow",44," AC",10,4,0,0,"None Required","NO","NO","Ms","NO","1","2017","5",21,"Sunday","2018","3",28,"Wednesday","Business_Hour","night","spring","F"
"12","Fast","PHONE","1","E","grade2","Lon Gat",54," AC",14,4,0,0,"A","YES","YES","Ms","NO","1","2017","5",27,"Saturday","2018","6",8,"Friday","Business_Hour","afternoon","summer","F"
"13","Fast","PHONE","0","A","grade1","MCH",28," AC",14,2,0,0,"A","NO","NO","Ms","NO","1","2017","3",21,"Tuesday","2017","10",6,"Friday","Business_Hour","afternoon","fall","F"
"14","Fast","PHONE","1","E","None","Lon All",45," PP Area",14,5,2,0,"None Required","YES","NO","Ms","YES","1","2018","9",12,"Wednesday","2019","7",24,"Wednesday","Business_Hour","afternoon","summer","F"
"15","Fast","PHONE","1","A","grade1","BH",31," PP Area",14,6,2,0,"A","YES","YES","Ms","YES","1","2019","1",6,"Sunday","2019","8",17,"Saturday","Business_Hour","night","summer","F"
"16","Fast","PHONE","1","A","grade1","GG",45," AC",14,4,0,0,"A","YES","YES","Ms","NO","1","2017","8",11,"Friday","2018","6",21,"Thursday","Business_Hour","morning","summer","F"
"17","Fast","PHONE","0","A","grade2","Lon All",81," NM AB Resort",13,5,1,0,"None Required","YES","NO","Ms","YES","1","2018","8",25,"Saturday","2020","3",10,"Tuesday","Business_Hour","morning","spring","F"
"18","Fast","PHONE","1","A","grade1","ED",39," AB",14,4,0,0,"A","NO","NO","Ms","NO","1","2017","4",2,"Sunday","2018","1",6,"Saturday","Business_Hour","morning","winter","F"
"19","Fast","PHONE","0","A","grade2","Lon Heathrow",59," AB",9,2,0,0,"None Required","YES","YES","Ms","NO","1","2017","4",2,"Sunday","2018","5",25,"Friday","Business_Hour","afternoon","spring","F"
"20","Fast","PHONE","0","A","grade2","Lon All",63," AB",14,4,0,0,"A","YES","YES","Ms","NO","1","2018","5",30,"Wednesday","2019","8",14,"Wednesday","Business_Hour","afternoon","summer","F"
"21","Fast","PHONE","0","A","grade1","Lon Gat",66," AB",14,3,3,0,"B","YES","NO","Ms","NO","1","2017","2",13,"Monday","2018","5",26,"Saturday","Business_Hour","morning","spring","F"
"22","Fast","PHONE","0","B","grade2","Lon All",51," LA",21,11,1,0,"A","NO","NO","Ms","YES","1","2018","8",1,"Wednesday","2019","7",23,"Tuesday","Business_Hour","afternoon","summer","F"
"23","Fast","PHONE","0","A","grade1","Lon All",83," AB",14,8,0,0,"A","YES","YES","Ms","NO","1","2018","1",7,"Sunday","2019","8",15,"Thursday","Business_Hour","afternoon","summer","F"
"24","Fast","PHONE","0","A","grade1","MCH",56," AC",14,2,1,0,"A","NO","NO","Ms","NO","1","2018","5",14,"Monday","2019","6",14,"Friday","Business_Hour","morning","summer","F"
"25","Fast","PHONE","0","A","grade1","Lon Heathrow",67," JH Area",14,4,0,0,"A","NO","NO","Ms","NO","1","2017","5",11,"Thursday","2018","8",23,"Thursday","Business_Hour","afternoon","summer","F"
"26","Fast","PHONE","1","A","grade3","GG",16," IO Vista",21,3,0,0,"A","YES","YES","Ms","NO","1","2017","6",12,"Monday","2017","10",6,"Friday","Business_Hour","afternoon","fall","F"
"27","Fast","PHONE","0","A","grade1","ED",61," AC",17,4,2,1,"A","YES","YES","Ms","NO","1","2017","7",31,"Monday","2018","10",1,"Monday","Business_Hour","morning","fall","F"
"28","Fast","PHONE","0","A","grade1","MCH",111," PP Area",14,5,1,0,"A","YES","YES","Ms","YES","1","2018","9",14,"Friday","2020","10",30,"Friday","Business_Hour","afternoon","fall","F"
"29","Fast","PHONE","0","B","grade2","Lon All",8," CC City",8,2,0,0,"B","NO","NO","Ms","NO","1","2017","2",12,"Sunday","2017","4",9,"Sunday","Business_Hour","afternoon","spring","F"
"30","Fast","PHONE","0","A","grade3","MCH",127," AC",14,2,1,0,"B","NO","NO","Ms","NO","1","2017","5",10,"Wednesday","2019","10",13,"Sunday","Business_Hour","morning","fall","F"
"31","Fast","PHONE","0","A","grade2","MCH",23," AB",10,2,0,0,"B","YES","NO","Ms","YES","1","2018","11",27,"Tuesday","2019","5",5,"Sunday","Business_Hour","morning","spring","F"
"32","Fast","PHONE","0","E","None","MCH",54," JH Area",14,9,5,1,"B","YES","NO","Ms","YES","1","2018","10",25,"Thursday","2019","11",6,"Wednesday","Business_Hour","morning","fall","F"
"33","Fast","PHONE","0","B","grade1","MCH",98," AC",14,3,1,0,"A","NO","NO","Ms","NO","1","2017","6",2,"Friday","2019","4",19,"Friday","Business_Hour","afternoon","spring","F"
"34","Fast","PHONE","0","A","grade1","GG",19," JH Area",10,4,0,0,"A","NO","NO","Ms","NO","1","2017","6",18,"Sunday","2017","11",1,"Wednesday","Business_Hour","afternoon","fall","F"
"35","Fast","PHONE","0","OTHER","grade2","OTHER",35," AC",14,4,1,0,"B","YES","YES","Ms","NO","1","2018","2",5,"Monday","2018","10",8,"Monday","Business_Hour","morning","fall","F"
"36","Fast","PHONE","0","A","grade1","OTHER",46," JH Area",14,4,0,0,"A","YES","NO","Ms","YES","1","2018","9",4,"Tuesday","2019","7",27,"Saturday","Business_Hour","afternoon","summer","F"
"37","Fast","PHONE","0","B","grade2","Lon Gat",46," AA Resort",14,3,0,0,"B","NO","NO","Ms","NO","1","2017","9",24,"Sunday","2018","8",13,"Monday","Business_Hour","night","summer","F"
"38","Fast","PHONE","1","E","None","Lon All",38,"OTHER",13,2,1,0,"A","NO","NO","Ms","NO","1","2018","2",4,"Sunday","2018","10",28,"Sunday","Business_Hour","afternoon","fall","F"
"39","Fast","PHONE","0","A","grade1","GG",63," AC",14,11,1,2,"None Required","YES","YES","Ms","NO","1","2018","2",28,"Wednesday","2019","5",17,"Friday","Business_Hour","afternoon","spring","F"
"40","Fast","PHONE","1","E","None","MCH",48," AB",14,6,0,0,"None Required","YES","NO","Ms","YES","1","2018","9",3,"Monday","2019","8",6,"Tuesday","Business_Hour","afternoon","summer","F"
"41","Fast","PHONE","0","A","grade2","Lon Gat",40," AC",14,2,0,0,"B","NO","NO","Ms","NO","1","2017","2",5,"Sunday","2017","11",17,"Friday","Business_Hour","morning","fall","F"
"42","Fast","PHONE","1","A","grade2","MCH",49," AC",18,3,2,0,"B","NO","NO","Ms","NO","1","2017","8",28,"Monday","2018","8",8,"Wednesday","Business_Hour","afternoon","summer","F"
"43","Fast","PHONE","0","B","grade2","MCH",15," CC City",8,2,0,0,"None Required","NO","NO","Ms","NO","1","2017","6",5,"Monday","2017","9",17,"Sunday","Business_Hour","afternoon","fall","F"
"44","Fast","PHONE","1","A","grade1","MCH",102," AB",14,3,1,0,"A","NO","NO","Ms","YES","1","2018","8",19,"Sunday","2020","8",8,"Saturday","Business_Hour","morning","summer","F"
"45","Fast","PHONE","1","E","None","Lon All",46," AB",10,2,2,0,"None Required","YES","NO","Ms","YES","1","2018","9",16,"Sunday","2019","8",10,"Saturday","Business_Hour","morning","summer","F"
"46","Fast","PHONE","0","A","grade2","OTHER",18," AC",7,2,0,0,"None Required","NO","NO","Ms","NO","1","2017","10",25,"Wednesday","2018","2",26,"Monday","Business_Hour","afternoon","winter","F"
"47","Fast","PHONE","0","A","grade1","GG",54," AC",14,4,2,0,"A","NO","NO","Ms","NO","1","2017","1",13,"Friday","2018","1",24,"Wednesday","Business_Hour","afternoon","winter","F"
"48","Fast","PHONE","0","B","grade2","MCH",6," AB",10,2,1,0,"A","NO","NO","Ms","NO","1","2017","12",10,"Sunday","2018","1",27,"Saturday","Business_Hour","morning","winter","F"
"49","Fast","PHONE","0","B","grade2","MCH",29," CC City",14,4,2,0,"B","NO","NO","Ms","NO","1","2018","1",19,"Friday","2018","8",6,"Monday","Business_Hour","morning","summer","F"
"50","Fast","PHONE","0","A","grade1","MCH",47," AC",7,2,0,0,"A","YES","YES","Mrs","NO","1","2017","6",11,"Sunday","2018","5",8,"Tuesday","Business_Hour","afternoon","spring","F"
"51","Fast","PHONE","0","A","grade2","MCH",57," AA Resort",14,10,1,0,"None Required","YES","YES","Mrs","YES","1","2018","8",29,"Wednesday","2019","10",1,"Tuesday","Business_Hour","afternoon","fall","F"
"52","Fast","PHONE","0","A","grade1","MCH",52,"OTHER",14,4,0,0,"None Required","YES","YES","Mrs","NO","1","2017","4",23,"Sunday","2018","4",28,"Saturday","Business_Hour","afternoon","spring","F"
"53","Fast","PHONE","0","A","grade1","Lon All",71," AC",15,4,2,1,"A","YES","NO","Mrs","NO","1","2017","1",8,"Sunday","2018","5",21,"Monday","Business_Hour","morning","spring","F"
"54","Fast","PHONE","1","A","grade2","Lon Gat",77," LA",10,1,1,0,"B","NO","NO","Mrs","NO","1","2017","4",24,"Monday","2018","10",19,"Friday","Closed","morning","fall","F"
"55","Fast","PHONE","1","A","grade1","Lon Gat",64," JH Area",14,7,1,0,"A","YES","YES","Mrs","NO","1","2017","5",21,"Sunday","2018","8",14,"Tuesday","Business_Hour","afternoon","summer","F"
"56","Fast","PHONE","1","A","grade2","Lon Gat",89," NM AB Resort",14,5,2,0,"B","YES","NO","Mrs","YES","1","2019","1",20,"Sunday","2020","10",5,"Monday","Business_Hour","morning","fall","F"
"57","Fast","PHONE","0","A","grade1","Lon Heathrow",35," JH Area",10,4,0,0,"A","YES","NO","Mrs","YES","1","2018","10",28,"Sunday","2019","7",6,"Saturday","Business_Hour","afternoon","summer","F"
"58","Fast","PHONE","1","E","None","Lon All",20,"OTHER",10,2,0,0,"A","NO","NO","Mrs","NO","1","2018","4",22,"Sunday","2018","9",10,"Monday","Business_Hour","morning","fall","F"
"59","Fast","PHONE","0","A","grade1","BH",90," AB",21,2,1,0,"A","YES","YES","Mrs","YES","1","2018","7",7,"Saturday","2020","3",27,"Friday","Business_Hour","afternoon","spring","F"
"60","Fast","PHONE","0","A","grade1","Lon All",20," AB",14,3,3,0,"None Required","NO","NO","Mrs","NO","1","2017","12",27,"Wednesday","2018","5",19,"Saturday","Business_Hour","afternoon","spring","F"
"61","Fast","PHONE","0","OTHER","grade2","Lon All",46," DC Drive",14,2,0,0,"None Required","YES","NO","Mrs","YES","1","2019","1",8,"Tuesday","2019","11",28,"Thursday","Business_Hour","afternoon","fall","F"
"62","Fast","PHONE","1","A","grade1","Lon Gat",45," PP Area",14,2,2,0,"A","YES","NO","Mrs","YES","1","2018","9",30,"Sunday","2019","8",16,"Friday","Closed","morning","summer","F"
"63","Fast","PHONE","1","A","grade2","Lon All",14," NM AB Resort",10,2,0,0,"B","YES","YES","Mrs","NO","1","2018","4",10,"Tuesday","2018","7",16,"Monday","Business_Hour","morning","summer","F"
"64","Fast","PHONE","1","E","None","OTHER",46," PP Area",14,4,0,0,"None Required","NO","NO","Mrs","YES","1","2018","9",16,"Sunday","2019","8",7,"Wednesday","Business_Hour","afternoon","summer","F"
"65","Fast","PHONE","1","A","grade2","MCH",60," AA Resort",14,6,1,0,"None Required","YES","YES","Mrs","YES","1","2018","9",16,"Sunday","2019","11",12,"Tuesday","Business_Hour","morning","fall","F"
"66","Fast","PHONE","0","A","grade1","OTHER",44," AC",21,4,0,0,"A","NO","NO","Mrs","NO","1","2017","6",10,"Saturday","2018","4",9,"Monday","Business_Hour","morning","spring","F"
"67","Fast","PHONE","1","B","grade2","Lon All",18," AA Resort",12,2,2,0,"A","NO","NO","Mrs","NO","1","2018","6",10,"Sunday","2018","10",20,"Saturday","Business_Hour","morning","fall","F"
"68","Fast","PHONE","0","E","None","MCH",79," AC",14,4,1,0,"A","NO","NO","Mrs","NO","1","2018","2",11,"Sunday","2019","8",20,"Tuesday","Business_Hour","morning","summer","F"
"69","Fast","PHONE","0","A","grade2","MCH",100,"OTHER",10,2,0,0,"B","NO","NO","Mrs","NO","1","2018","3",4,"Sunday","2020","2",6,"Thursday","Business_Hour","afternoon","winter","F"
"70","Fast","PHONE","0","A","grade1","Lon All",28," AC",7,4,1,0,"B","YES","YES","Mrs","NO","1","2018","1",14,"Sunday","2018","7",29,"Sunday","Business_Hour","afternoon","summer","F"
"71","Fast","PHONE","1","A","grade3","Lon All",30," AB",17,2,1,0,"A","YES","YES","Mrs","YES","1","2019","1",1,"Tuesday","2019","7",31,"Wednesday","Business_Hour","night","summer","F"
"72","Fast","PHONE","0","A","grade2","MCH",19," NM AB Resort",14,2,0,0,"B","NO","NO","Mrs","NO","1","2019","1",9,"Wednesday","2019","5",25,"Saturday","Business_Hour","afternoon","spring","F"
"73","Fast","PHONE","1","B","grade1","MCH",46," CC City",16,4,1,0,"A","YES","YES","Mrs","NO","1","2018","6",3,"Sunday","2019","4",26,"Friday","Business_Hour","afternoon","spring","F"
"74","Fast","PHONE","1","A","grade2","Lon Heathrow",75," AB",14,2,2,0,"A","NO","NO","Mrs","NO","1","2017","1",23,"Monday","2018","7",6,"Friday","Business_Hour","morning","summer","F"
"75","Fast","PHONE","0","B","grade2","MCH",24," CC City",13,2,2,0,"A","NO","NO","Mrs","NO","1","2018","2",17,"Saturday","2018","8",4,"Saturday","Business_Hour","morning","summer","F"
"76","Fast","PHONE","0","A","grade2","MCH",69," DC Drive",14,2,0,0,"None Required","YES","NO","Mrs","YES","1","2018","7",17,"Tuesday","2019","11",10,"Sunday","Business_Hour","afternoon","fall","F"
"77","Fast","PHONE","0","A","grade2","Lon All",29," NM AB Resort",14,2,1,0,"A","YES","YES","Mrs","YES","1","2018","9",9,"Sunday","2019","4",1,"Monday","Business_Hour","morning","spring","F"
"78","Fast","PHONE","1","OTHER","grade1","Any Airport",25," AC",14,4,1,0,"A","NO","NO","Mrs","NO","1","2018","2",18,"Sunday","2018","8",16,"Thursday","Business_Hour","afternoon","summer","F"
"79","Fast","PHONE","1","A","grade1","MCH",72," AB",21,2,2,0,"A","YES","NO","Mrs","NO","1","2018","12",26,"Wednesday","2020","5",16,"Saturday","Business_Hour","afternoon","spring","F"
"80","Fast","PHONE","0","E","None","Lon Gat",42," DC Drive",14,2,2,0,"None Required","YES","NO","Mrs","YES","1","2018","8",1,"Wednesday","2019","5",25,"Saturday","Closed","morning","spring","F"
"81","Fast","PHONE","0","E","grade1","Lon All",77," JH Area",14,6,2,0,"A","NO","NO","Mrs","NO","1","2017","1",22,"Sunday","2018","7",19,"Thursday","Business_Hour","afternoon","summer","F"
"82","Fast","PHONE","0","A","grade2","MCH",27," AC",10,3,2,0,"None Required","NO","NO","Mrs","NO","1","2018","2",4,"Sunday","2018","8",15,"Wednesday","Business_Hour","morning","summer","F"
"83","Fast","PHONE","0","OTHER","None","MCH",74," DC Drive",7,2,0,0,"B","YES","YES","Mrs","YES","1","2019","1",15,"Tuesday","2020","6",15,"Monday","Business_Hour","morning","summer","F"
"84","Fast","PHONE","0","E","None","MCH",23," AB",11,2,0,0,"A","NO","NO","Mrs","NO","1","2018","1",29,"Monday","2018","7",12,"Thursday","Business_Hour","morning","summer","F"
"85","Fast","PHONE","0","A","grade2","MCH",77," AA Resort",14,2,2,0,"A","NO","NO","Mrs","NO","1","2018","4",22,"Sunday","2019","10",16,"Wednesday","Business_Hour","afternoon","fall","F"
"86","Fast","PHONE","0","E","None","OTHER",40," LH",10,2,0,0,"A","NO","NO","Mrs","NO","1","2018","5",15,"Tuesday","2019","2",22,"Friday","Business_Hour","morning","winter","F"
"87","Fast","PHONE","0","A","grade1","MCH",97," AC",21,2,2,0,"A","NO","NO","Mrs","NO","1","2017","6",28,"Wednesday","2019","5",7,"Tuesday","Business_Hour","afternoon","spring","F"
"88","Fast","PHONE","1","E","grade2","MCH",65," JH Area",14,4,0,0,"A","NO","NO","Mrs","NO","1","2017","7",6,"Thursday","2018","10",4,"Thursday","Business_Hour","morning","fall","F"
"89","Fast","PHONE","0","A","grade1","OTHER",80," JH Area",21,4,3,0,"None Required","NO","NO","Mrs","NO","1","2017","1",7,"Saturday","2018","7",17,"Tuesday","Business_Hour","afternoon","summer","F"
"90","Fast","PHONE","0","A","grade2","Lon All",94," DC Drive",14,4,0,0,"A","YES","YES","Mrs","YES","1","2018","10",31,"Wednesday","2020","8",18,"Tuesday","Business_Hour","afternoon","summer","F"
"91","Fast","PHONE","0","B","grade2","BH",30," DC Drive",14,2,1,0,"None Required","NO","NO","Mrs","NO","1","2018","1",18,"Thursday","2018","8",14,"Tuesday","Business_Hour","morning","summer","F"
"92","Fast","PHONE","0","A","grade2","Lon Gat",80," DC Drive",15,3,2,0,"B","YES","NO","Mrs","NO","1","2017","2",27,"Monday","2018","9",10,"Monday","Business_Hour","morning","fall","F"
"93","Fast","PHONE","0","OTHER","grade1","Lon All",44," AB",14,4,0,0,"None Required","NO","NO","Mrs","NO","1","2017","5",23,"Tuesday","2018","3",31,"Saturday","Business_Hour","morning","spring","F"
"94","Fast","PHONE","0","A","grade1","GG",37," AC",14,4,0,0,"A","YES","YES","Mrs","NO","1","2017","10",16,"Monday","2018","7",1,"Sunday","Business_Hour","afternoon","summer","F"
"95","Fast","PHONE","1","A","grade1","Lon Heathrow",102," AB",15,8,3,0,"A","NO","NO","Mrs","NO","1","2017","8",29,"Tuesday","2019","8",12,"Monday","Business_Hour","morning","summer","F"
"96","Fast","PHONE","0","A","grade1","Lon All",33," JH Area",14,3,1,0,"A","YES","YES","Mrs","YES","1","2018","11",8,"Thursday","2019","6",25,"Tuesday","Business_Hour","afternoon","summer","F"
"97","Fast","PHONE","1","A","grade2","BH",38,"OTHER",14,2,0,0,"B","YES","NO","Mrs","YES","1","2018","8",10,"Friday","2019","5",3,"Friday","Closed","morning","spring","F"
"98","Fast","PHONE","0","B","grade2","Lon Gat",42," AB",14,3,1,0,"None Required","NO","NO","Mrs","NO","1","2017","6",6,"Tuesday","2018","3",29,"Thursday","Business_Hour","afternoon","spring","F"
"99","Extremely Fast","PHONE","0","E","grade1","MCH",49," AB",14,6,2,0,"A","YES","YES","Mrs","NO","1","2017","4",25,"Tuesday","2018","4",1,"Sunday","Business_Hour","morning","spring","F"
"100","Extremely Fast","PHONE","0","A","grade1","GG",102," AB",10,2,0,0,"A","NO","NO","Mrs","NO","1","2017","5",30,"Tuesday","2019","5",13,"Monday","Business_Hour","morning","spring","F"
"101","Extremely Fast","PHONE","0","A","grade2","Lon Gat",41," AC",21,8,5,1,"B","YES","YES","Mrs","NO","1","2017","10",21,"Saturday","2018","8",2,"Thursday","Business_Hour","afternoon","summer","F"
"102","Extremely Fast","PHONE","1","A","grade1","MCH",46," AC",14,2,0,0,"A","NO","NO","Mrs","NO","1","2017","1",15,"Sunday","2017","12",6,"Wednesday","Business_Hour","afternoon","winter","F"
"103","Extremely Fast","PHONE","1","A","grade2","Lon Gat",91," AB",14,2,2,0,"B","NO","NO","Mrs","NO","1","2018","2",25,"Sunday","2019","11",30,"Saturday","Business_Hour","afternoon","fall","F"
"104","Extremely Fast","PHONE","1","A","grade1","Lon Gat",67," AB",14,6,0,0,"A","NO","NO","Mrs","NO","1","2017","5",1,"Monday","2018","8",16,"Thursday","Business_Hour","afternoon","summer","F"
"105","Extremely Fast","PHONE","0","A","grade1","Lon All",10," AB",10,3,0,0,"A","NO","NO","Mrs","NO","1","2017","6",18,"Sunday","2017","8",30,"Wednesday","Business_Hour","afternoon","summer","F"
"106","Extremely Fast","PHONE","0","OTHER","grade1","Lon All",45," PP Area",14,4,2,0,"None Required","YES","NO","Mrs","YES","1","2018","7",7,"Saturday","2019","5",18,"Saturday","Business_Hour","afternoon","spring","F"
"107","Extremely Fast","PHONE","0","B","grade2","MCH",21," CC City",6,4,0,0,"B","YES","YES","Mrs","NO","1","2017","4",15,"Saturday","2017","9",4,"Monday","Closed","morning","fall","F"
"108","Extremely Fast","PHONE","0","A","grade1","MCH",59," PP Area",14,2,1,0,"A","YES","NO","Mrs","YES","1","2018","7",6,"Friday","2019","8",21,"Wednesday","Business_Hour","afternoon","summer","F"
"109","Extremely Fast","PHONE","0","OTHER","grade2","MCH",31," AA Resort",14,3,1,0,"A","YES","NO","Mrs","NO","1","2019","1",9,"Wednesday","2019","8",11,"Sunday","Business_Hour","morning","summer","F"
"110","Extremely Fast","PHONE","0","E","grade2","Lon Gat",59," AC",14,6,0,0,"A","NO","NO","Mrs","NO","1","2017","6",5,"Monday","2018","7",25,"Wednesday","Business_Hour","afternoon","summer","F"
"111","Extremely Fast","PHONE","0","A","grade1","OTHER",42," JH Area",14,3,1,0,"A","YES","YES","Mrs","YES","1","2018","9",30,"Sunday","2019","7",24,"Wednesday","Closed","morning","summer","F"
"112","Extremely Fast","PHONE","1","B","grade2","Lon All",50," LV",6,2,0,0,"None Required","YES","NO","Mrs","NO","1","2019","1",7,"Monday","2019","12",27,"Friday","Business_Hour","morning","winter","F"
"113","Extremely Fast","PHONE","1","OTHER","grade2","BH",16,"OTHER",10,2,1,0,"B","NO","NO","Mrs","NO","1","2017","9",2,"Saturday","2017","12",18,"Monday","Business_Hour","morning","winter","F"
"114","Extremely Fast","PHONE","0","A","grade1","BH",50," JH Area",10,4,1,0,"A","YES","NO","Mrs","YES","1","2018","9",3,"Monday","2019","8",19,"Monday","Business_Hour","morning","summer","F"
"115","Extremely Fast","PHONE","0","A","grade1","Lon All",50," JH Area",14,6,2,0,"A","YES","NO","Mrs","NO","1","2017","1",1,"Sunday","2017","12",19,"Tuesday","Business_Hour","afternoon","winter","F"
"116","Extremely Fast","PHONE","0","E","None","Lon All",43," JH Area",12,6,0,0,"None Required","NO","NO","Mrs","NO","1","2017","10",15,"Sunday","2018","8",16,"Thursday","Business_Hour","morning","summer","F"
"117","Extremely Fast","PHONE","0","A","grade2","Lon All",38," AA Resort",14,9,0,0,"B","YES","NO","Mrs","NO","1","2017","2",4,"Saturday","2017","10",22,"Sunday","Closed","morning","fall","F"
"118","Extremely Fast","PHONE","1","B","grade2","Lon All",74," AC",14,2,0,0,"None Required","NO","NO","Mrs","NO","1","2018","4",22,"Sunday","2019","9",28,"Saturday","Business_Hour","afternoon","fall","F"
"119","Extremely Fast","PHONE","0","A","grade1","GG",73," AC",14,4,1,0,"A","NO","NO","Mrs","NO","1","2017","5",25,"Thursday","2018","10",15,"Monday","Business_Hour","morning","fall","F"
"120","Extremely Fast","PHONE","0","A","grade2","MCH",73," AB",7,6,0,0,"A","NO","NO","Mrs","NO","1","2018","3",21,"Wednesday","2019","8",15,"Thursday","Business_Hour","afternoon","summer","F"
"121","Extremely Fast","PHONE","0","E","None","MCH",84," JH Area",14,2,1,0,"None Required","YES","YES","Mrs","YES","1","2018","8",21,"Tuesday","2020","3",29,"Sunday","Business_Hour","morning","spring","F"
"122","Extremely Fast","PHONE","1","E","None","MCH",72," AB",14,6,2,0,"None Required","YES","NO","Mrs","YES","1","2019","1",6,"Sunday","2020","5",29,"Friday","Business_Hour","morning","spring","F"
"123","Extremely Fast","PHONE","0","A","grade1","MCH",97," AC",14,9,4,0,"A","YES","YES","Mrs","NO","1","2017","7",23,"Sunday","2019","6",5,"Wednesday","Business_Hour","afternoon","summer","F"
"124","Extremely Fast","PHONE","1","A","grade1","Lon All",29," AB",21,3,2,0,"A","NO","NO","Mrs","NO","1","2018","1",20,"Saturday","2018","8",11,"Saturday","Business_Hour","afternoon","summer","F"
"125","Extremely Fast","PHONE","1","A","grade2","MCH",103," AC",14,2,0,0,"B","NO","NO","Mrs","NO","1","2017","8",28,"Monday","2019","8",20,"Tuesday","Business_Hour","afternoon","summer","F"
"126","Extremely Fast","PHONE","0","A","grade1","MCH",100," JH Area",14,9,3,0,"A","NO","NO","Mrs","YES","1","2018","11",5,"Monday","2020","10",7,"Wednesday","Business_Hour","morning","fall","F"
"127","Extremely Fast","PHONE","0","A","grade1","BH",47," JH Area",14,5,1,0,"A","YES","NO","Mrs","YES","1","2018","7",17,"Tuesday","2019","6",9,"Sunday","Closed","morning","summer","F"
"128","Extremely Fast","PHONE","1","A","grade2","Lon Heathrow",9," PP Area",10,4,0,0,"None Required","YES","NO","Mrs","YES","1","2018","10",14,"Sunday","2018","12",20,"Thursday","Business_Hour","afternoon","winter","F"
"129","Extremely Fast","PHONE","1","A","grade2","MCH",55," AA Resort",14,2,2,0,"B","NO","NO","Mrs","YES","1","2018","7",25,"Wednesday","2019","8",12,"Monday","Business_Hour","afternoon","summer","F"
"130","Extremely Fast","PHONE","0","A","grade2","Lon Heathrow",31," AA Resort",14,3,1,0,"B","YES","NO","Mrs","YES","1","2018","8",26,"Sunday","2019","4",5,"Friday","Business_Hour","morning","spring","F"
"131","Extremely Fast","PHONE","0","A","grade2","Lon All",97," AC",14,3,1,0,"A","NO","NO","Mrs","NO","1","2017","5",22,"Monday","2019","4",3,"Wednesday","Business_Hour","afternoon","spring","F"
"132","Extremely Fast","PHONE","1","A","grade2","MCH",63," AB",14,3,0,0,"A","YES","YES","Mrs","NO","1","2017","6",26,"Monday","2018","9",12,"Wednesday","Business_Hour","afternoon","fall","F"
"133","Extremely Fast","PHONE","0","A","grade1","Lon All",22," AB",14,1,1,0,"A","NO","NO","Mrs","NO","1","2018","5",23,"Wednesday","2018","10",24,"Wednesday","Business_Hour","afternoon","fall","F"
"134","Extremely Fast","PHONE","0","OTHER","grade1","Any Airport",14," AB",10,2,2,0,"None Required","NO","NO","Mrs","NO","1","2017","1",1,"Sunday","2017","4",10,"Monday","Business_Hour","morning","spring","F"
"135","Extremely Fast","PHONE","0","A","grade2","Lon All",66," AB",14,2,1,0,"None Required","YES","YES","Mrs","YES","1","2018","11",27,"Tuesday","2020","3",4,"Wednesday","Closed","morning","spring","F"
