Enquiry.Date,Enquiry.Time,Allocated.Time,Web.or.Phone,Answered by specialist,ConversationRCD,TempSent,Holiday.Type,Accom.type,Dep.Airport,Dep.Date,Lead.Time,Destination,Duration,Adults,Children,Infants,Transport.Type,Answered.Q,Notes.Completed,Title,Enquiry.Comments,Booked.Status
8/7/2018,8:06,Extremely Fast,PHONE,Yes,18,5,A,grade2,Lon All,3/8/2019,30, AA Resort,14,2,0,1,None Required,YES,NO,Mrs,YES,YES
10/7/2018,12:18,Extremely Fast,PHONE,Yes,0,1,E,,Lon Gat,1/3/2019,12, Tampa,21,4,0,0,None Required,YES,NO,Mrs,YES,YES
2/7/2018,12:28,Extremely Fast,PHONE,,3,1,A,grade1,MCH,8/1/2018,25, AB,14,4,2,0,A,NO,NO,Mrs,NO,YES
11/29/2018,7:50,Extremely Fast,PHONE,,7,2,A,grade1,Lon Gat,8/19/2020,90, PP Area,14,2,2,0,A,YES,NO,Mrs,YES,YES
4/3/2018,12:20,Extremely Fast,PHONE,,0,1,A,grade2,Lon All,8/14/2019,71, NM AB Resort,14,2,0,0,A,NO,NO,Mrs,NO,YES
4/2/2017,14:50:38,Extremely Fast,PHONE,,12,1,A,grade2,Lon All,7/30/2018,69, AA Resort,14,4,1,0,B,NO,NO,Mrs,NO,YES
4/2/2017,14:00:38,Extremely Fast,PHONE,,16,7,A,grade2,MCH,6/27/2017,12, AC,14,5,1,0,A,YES,YES,Mrs,NO,YES
4/23/2018,7:10,Extremely Fast,PHONE,Yes,3,1,A,grade2,Lon All,7/15/2019,64, AA Resort,14,2,0,0,None Required,YES,YES,Mrs,NO,YES
4/22/2018,7:56,Extremely Fast,PHONE,Yes,6,2,A,grade2,MCH,5/22/2019,56, AA Resort,14,3,2,0,None Required,YES,YES,Mrs,NO,YES
7/15/2018,7:50,Extremely Fast,PHONE,Yes,0,2,A,grade2,MCH,9/4/2018,7, AA Resort,14,2,0,0,B,YES,NO,Mrs,YES,YES
5/7/2017,16:10:47,Extremely Fast,PHONE,Yes,7,5,B,grade3,GG,10/5/2018,73, AB,14,3,1,0,A,NO,NO,Mrs,NO,YES
2/25/2017,14:44:38,Extremely Fast,PHONE,,8,1,A,grade1,Lon Heathrow,3/15/2018,55, AC,14,7,1,0,A,NO,NO,Mrs,NO,YES
8/20/2018,15:16,Extremely Fast,PHONE,,9,2,B,grade2,Lon All,7/29/2019,49, NM AB Resort,17,4,0,0,A,YES,NO,Mrs,YES,YES
1/4/2017,12:26:39,Extremely Fast,PHONE,,25,8,B,grade2,Lon All,12/20/2017,50, AC,13,2,2,0,B,YES,NO,Mrs,NO,YES
10/1/2017,12:52:07,Extremely Fast,PHONE,,0,3,A,grade2,MCH,8/1/2018,43, AC,21,3,0,0,B,YES,YES,Mrs,NO,YES
7/27/2018,12:42,Extremely Fast,PHONE,,6,5,B,grade2,Lon Gat,2/24/2020,83, DC Drive,14,6,1,1,A,YES,NO,Mrs,YES,YES
8/28/2017,12:02:07,Extremely Fast,PHONE,Yes,1,2,A,grade2,Lon All,10/9/2017,6, AC Keys,7,2,0,0,B,YES,YES,Mrs,NO,YES
8/6/2017,12:18:39,Extremely Fast,PHONE,,1,4,E,grade1,Lon Gat,8/11/2018,52, AC,14,4,0,0,A,YES,YES,Mrs,NO,YES
9/24/2018,9:58,Extremely Fast,PHONE,,2,2,A,grade2,GG,8/29/2019,48, AB,14,3,0,0,B,YES,NO,Mrs,YES,YES
7/8/2018,13:36,Extremely Fast,PHONE,,3,3,B,grade2,Lon All,3/7/2019,34, Daytona Beach,15,2,0,0,A,YES,YES,Mrs,YES,YES
12/26/2018,14:20,Extremely Fast,PHONE,Yes,15,3,A,grade1,Lon Gat,7/24/2019,30, PP Area,16,6,4,0,A,YES,NO,Mrs,YES,YES
1/20/2019,7:26,Extremely Fast,PHONE,Yes,0,5,B,grade2,MCH,4/20/2019,12, LH Beach,10,3,0,0,A,YES,NO,Mrs,NO,YES
5/14/2017,8:38:40,Extremely Fast,PHONE,,11,3,B,grade2,Lon All,8/19/2017,13, AB,12,4,0,0,B,YES,YES,Mrs,NO,YES
11/10/2018,8:32,Extremely Fast,PHONE,,12,2,A,grade1,Lon Heathrow,4/6/2019,21, PP Area,14,4,1,0,A,YES,NO,Mrs,YES,YES
10/14/2017,11:36:07,Extremely Fast,WEB,Yes,4,2,A,grade2,Lon All,10/29/2018,55, AB,7,3,1,0,A,YES,YES,Mrs,NO,YES
9/25/2018,9:58,Extremely Fast,WEB,Yes,1,2,A,grade2,MCH,9/20/2020,104, NM AB Resort,14,2,0,0,None Required,YES,YES,Mrs,YES,YES
2/13/2018,12:31,Extremely Fast,PHONE,,11,3,A,grade1,B,6/22/2018,18, AC,21,3,1,0,,NO,NO,Mrs,NO,YES
6/4/2018,8:30,Extremely Fast,WEB,Yes,0,1,A,grade1,Lon All,10/1/2018,17, AC,10,3,0,0,A,NO,NO,Mrs,NO,YES
1/10/2017,12:26:41,Extremely Fast,WEB,,7,1,A,grade1,Lon All,10/14/2017,39, JH Area,10,2,1,0,None Required,NO,NO,Mrs,NO,YES
9/11/2018,9:20,Extremely Fast,WEB,Yes,0,3,A,grade2,Lon Gat,6/22/2019,40, NM AB Resort,14,3,0,0,A,YES,NO,Mrs,YES,YES
2/4/2018,10:40,Extremely Fast,WEB,,24,7,A,grade1,Lon All,8/13/2018,27, Cocoa Beach,14,4,0,0,A,YES,YES,Mrs,NO,YES
5/14/2017,9:26:38,Extremely Fast,WEB,Yes,6,3,C,grade1,Any Airport,9/20/2017,18, AB,7,1,0,0,None Required,NO,NO,Mrs,NO,YES
9/3/2017,13:32:11,Extremely Fast,WEB,,0,3,B,grade2,Any Airport,9/26/2018,55, CC City,14,2,0,0,None Required,YES,YES,Mrs,NO,YES
4/22/2017,7:38:38,Extremely Fast,WEB,,1,2,E,grade1,Lon All,3/21/2018,48, AC,14,5,2,0,A,YES,YES,Mrs,NO,YES
1/11/2019,13:10,Extremely Fast,WEB,Yes,4,4,A,grade1,MCH,10/19/2019,40, JH Area,14,6,1,0,A,YES,YES,Mrs,NO,YES
3/21/2018,8:28,Extremely Fast,WEB,,20,3,A,grade1,Lon All,4/22/2019,57, AC,14,5,0,0,B,YES,YES,Mrs,NO,YES
4/10/2017,13:08:39,Extremely Fast,WEB,,0,1,C,grade1,Any Airport,10/2/2017,25, AB,14,6,0,0,None Required,NO,NO,Mrs,NO,YES
1/21/2018,14:20,Extremely Fast,WEB,Yes,10,2,A,grade2,Lon All,11/4/2018,41, AC,14,4,2,0,B,NO,NO,Mrs,NO,YES
3/4/2018,9:36,Extremely Fast,WEB,,4,3,A,grade2,MCH,8/21/2018,24, NM AB Resort,14,3,0,0,B,NO,NO,Mrs,NO,YES
2/15/2018,11:46,Extremely Fast,WEB,,11,4,A,grade2,Any Airport,7/17/2019,74, AC,14,4,1,0,None Required,NO,NO,Mrs,NO,YES
1/16/2017,11:02:38,Extremely Fast,WEB,,1,2,A,grade3,Lon All,10/23/2017,40, AB,14,13,4,0,B,NO,NO,Mrs,NO,YES
7/9/2018,12:46,Extremely Fast,WEB,,12,7,A,grade2,MCH,8/17/2019,57, AA Resort,14,4,2,0,None Required,YES,NO,Mrs,YES,YES
1/29/2017,11:44:38,Extremely Fast,WEB,,14,5,A,grade1,Lon Gat,2/15/2018,54, AC,14,4,2,0,None Required,NO,NO,Mrs,NO,YES
7/23/2017,12:58:39,Extremely Fast,WEB,Yes,3,6,E,,BH,8/6/2019,106, AB,14,5,0,0,None Required,NO,NO,Mrs,NO,YES
8/6/2018,7:12,Extremely Fast,WEB,,16,2,A,grade1,MCH,8/23/2019,54, AB,14,4,0,0,A,YES,YES,Mrs,YES,YES
2/6/2018,12:46,Extremely Fast,WEB,,4,6,B,grade1,Lon All,7/24/2018,24, AC,7,4,0,0,None Required,NO,NO,Mrs,NO,YES
7/17/2018,13:10,Extremely Fast,WEB,,0,2,B,grade2,Lon All,11/7/2018,16, DC Drive,10,2,0,0,A,YES,YES,Mrs,YES,YES
7/31/2018,10:36,Extremely Fast,WEB,,26,9,A,grade1,Lon Gat,10/24/2019,64, DC Drive,14,4,0,0,A,YES,NO,Mrs,YES,YES
4/2/2017,13:52:39,Extremely Fast,WEB,,6,5,A,grade2,Lon All,4/3/2018,52, AC,15,4,2,0,B,NO,NO,Mrs,NO,YES
7/2/2018,11:04,Extremely Fast,WEB,,13,5,A,grade2,GG,10/1/2019,65, DC Drive,21,3,1,0,B,YES,YES,Mrs,YES,YES
2/7/2018,6:56,Extremely Fast,WEB,,5,1,A,grade1,B,6/26/2018,20, AC,14,4,0,0,A,YES,YES,Mrs,NO,YES
3/8/2017,11:30:39,Extremely Fast,WEB,,4,3,A,grade1,MCH,8/13/2017,23, AB,14,2,2,0,A,NO,NO,Mrs,NO,YES
7/4/2018,9:14,Extremely Fast,WEB,,2,4,A,grade1,Lon All,8/20/2018,7, PP Area,14,2,2,0,A,YES,NO,Mrs,YES,YES
1/8/2019,6:31,Extremely Fast,WEB,,5,2,B,,ED,10/15/2019,40, LA,8,4,0,0,None Required,YES,NO,Mrs,YES,YES
5/28/2018,14:16,Extremely Fast,WEB,,10,6,A,grade2,Lon All,9/1/2018,13, AA Resort,14,3,0,0,None Required,NO,NO,Mrs,NO,YES
5/28/2017,9:08:38,Extremely Fast,WEB,Yes,5,3,D,grade2,Lon Heathrow,10/22/2017,21, AB,3,2,0,0,B,NO,NO,Mrs,NO,YES
1/16/2019,7:56,Extremely Fast,WEB,Yes,3,5,B,,MCH,4/2/2020,63, AB,14,4,0,0,A,YES,YES,Mrs,NO,YES
8/26/2018,13:32,Extremely Fast,WEB,Yes,2,2,A,grade1,Lon All,4/14/2019,33, PP Area,14,4,0,0,A,YES,NO,Mrs,YES,YES
5/31/2017,10:02:39,Extremely Fast,WEB,Yes,1,1,A,grade1,GG,7/2/2018,57, AC,14,4,2,0,A,NO,NO,Mrs,NO,YES
7/27/2017,3:52:38,Extremely Fast,WEB,Yes,15,3,A,grade2,Lon All,10/17/2018,64, AC,14,4,0,0,A,NO,NO,Mrs,NO,YES
5/9/2018,10:14,Extremely Fast,WEB,,21,3,A,grade1,MCH,8/19/2018,15, AB,14,3,4,0,A,NO,NO,Mrs,NO,YES
4/25/2018,9:22,Extremely Fast,WEB,,5,1,A,grade2,MCH,10/27/2019,79, AA Resort,14,2,0,0,None Required,NO,NO,Mrs,NO,YES
8/17/2017,11:28:07,Extremely Fast,WEB,,11,4,A,grade1,Lon Gat,9/30/2019,111, AC,14,4,4,0,A,YES,YES,Mrs,NO,YES
7/8/2018,9:24,Extremely Fast,WEB,,1,2,E,,Lon All,8/9/2019,56, AB,14,7,0,0,None Required,YES,NO,Mrs,YES,YES
7/18/2018,11:42,Extremely Fast,WEB,Yes,6,3,D,grade2,Lon Heathrow,9/6/2018,7, South Beach,7,2,0,0,B,YES,YES,Mrs,YES,YES
6/4/2017,11:50:38,Extremely Fast,WEB,,1,2,A,grade1,Lon Gat,7/27/2018,59, AB,14,3,0,0,A,NO,NO,Mrs,NO,YES
2/25/2018,9:42,Extremely Fast,WEB,,1,2,A,grade2,Lon All,11/5/2020,140, AC Keys,14,2,0,0,A,YES,YES,Mrs,NO,YES
8/15/2018,9:48,Extremely Fast,WEB,,9,3,A,grade2,MCH,8/15/2019,52, AA Resort,10,2,2,0,B,YES,NO,Mrs,YES,YES
7/11/2018,10:18,Extremely Fast,WEB,,13,3,B,grade2,BH,4/20/2019,40, South Beach,14,2,0,0,B,YES,NO,Mrs,YES,YES
5/28/2018,14:00,Extremely Fast,WEB,,0,1,A,grade2,GG,9/6/2019,66, AC,14,2,0,0,B,YES,YES,Mrs,NO,YES
5/28/2018,14:00,Extremely Fast,WEB,,8,2,A,grade2,Lon All,8/21/2019,64, AC,14,2,2,0,None Required,NO,NO,Mrs,NO,YES
10/28/2018,7:32,Extremely Fast,WEB,Yes,4,4,E,,Lon All,10/18/2019,50, PP Area,14,4,1,0,None Required,YES,NO,Mrs,YES,YES
9/19/2017,11:18:07,Extremely Fast,WEB,,0,1,A,grade2,BH,9/24/2019,105, AC,14,3,1,0,A,NO,NO,Mrs,NO,YES
2/28/2017,2:08:38,Extremely Fast,WEB,Yes,0,1,A,grade2,Lon All,9/15/2017,28, AA Resort,14,2,0,0,B,NO,NO,Mrs,NO,YES
9/19/2017,0:16:07,Extremely Fast,WEB,Yes,7,6,B,grade2,BH,6/7/2018,37, AB,14,2,0,0,A,YES,YES,Mrs,NO,YES
3/23/2018,9:18,Extremely Fast,WEB,,8,4,A,grade2,GG,6/28/2019,66, AA Resort,14,2,2,0,A,NO,NO,Mrs,NO,YES
1/26/2019,9:24,Extremely Fast,WEB,Yes,3,2,B,,MCH,6/22/2019,21, CC City,7,2,0,0,None Required,YES,NO,Mrs,NO,YES
3/29/2018,6:44,Extremely Fast,WEB,,18,4,A,grade2,MCH,8/27/2018,22, AC,14,2,0,0,A,NO,NO,Mrs,NO,No
1/16/2019,0:37,Extremely Fast,WEB,Yes,7,2,A,grade2,MCH,8/13/2019,30, DC Drive,14,3,0,0,B,YES,YES,Mrs,NO,No
8/31/2017,23:50:07,Extremely Fast,WEB,Yes,5,6,A,grade2,Lon Gat,4/25/2018,34, AC,14,2,2,0,B,NO,NO,Mrs,NO,No
7/18/2017,22:56:38,Extremely Fast,WEB,,35,4,A,grade3,Lon All,4/3/2018,37, AB,14,6,0,0,A,NO,NO,Mrs,NO,No
1/21/2019,0:16,Extremely Fast,WEB,Yes,0,1,C,grade1,Lon All,12/18/2020,99, JH Area,21,5,3,0,A,YES,NO,Mrs,YES,No
9/7/2018,7:14,Extremely Fast,WEB,Yes,0,1,B,grade2,Lon All,4/1/2020,82, CC City,17,4,2,0,None Required,YES,NO,Mrs,YES,No
10/9/2017,8:00:07,Extremely Fast,WEB,,9,3,A,grade2,Any Airport,2/13/2019,70, AC,14,4,2,0,B,NO,NO,Mrs,NO,No
1/14/2019,0:10,Extremely Fast,WEB,Yes,1,1,A,grade2,Lon All,8/25/2019,32, AA Resort,10,3,4,0,B,YES,NO,Mrs,NO,No
1/2/2017,23:38:38,Extremely Fast,WEB,Yes,6,3,B,grade1,Lon Gat,4/11/2018,66, AB,14,6,2,0,A,YES,NO,Mrs,NO,No
11/28/2018,6:24,Extremely Fast,WEB,Yes,13,2,E,,Lon Gat,2/19/2019,12, AB,7,3,0,0,None Required,YES,NO,Mrs,YES,No
8/7/2017,23:54:38,Extremely Fast,WEB,Yes,3,5,A,grade3,Lon All,2/7/2018,26, AC,19,2,1,0,A,NO,NO,Mrs,NO,No
11/26/2018,8:46,Extremely Fast,WEB,,2,1,A,grade3,Lon Gat,3/23/2019,16, DC Drive,14,2,0,0,None Required,YES,NO,Mrs,YES,No
11/9/2017,7:26:07,Extremely Fast,WEB,Yes,8,3,A,grade2,Lon All,5/23/2018,28, CC City,7,2,0,0,None Required,NO,NO,Mrs,NO,No
1/7/2018,2:36,Extremely Fast,WEB,Yes,3,1,C,grade3,Any Airport,8/23/2018,32, AC,12,5,1,0,B,YES,YES,Mrs,NO,No
5/28/2018,8:12,Extremely Fast,WEB,Yes,15,9,A,grade1,MCH,7/19/2020,112, AC,21,4,2,0,A,YES,YES,Mrs,NO,No
1/26/2017,0:40:39,Extremely Fast,WEB,Yes,1,3,E,grade2,Lon All,7/4/2017,23, AC,16,4,0,0,A,NO,NO,Mrs,NO,No
10/3/2017,1:00:07,Extremely Fast,WEB,,9,1,B,grade2,Any Airport,6/19/2018,37, CC City,10,2,0,0,None Required,YES,YES,Mrs,NO,No
2/25/2018,8:42,Extremely Fast,WEB,,19,3,A,grade1,BH,12/24/2018,43, AC,14,3,2,0,A,NO,NO,Mrs,NO,No
6/13/2018,0:30,Extremely Fast,WEB,Yes,5,2,E,,MCH,7/20/2019,57, AB,15,3,1,0,None Required,YES,YES,Mrs,YES,No
3/15/2017,3:14:38,Extremely Fast,WEB,,3,2,A,grade2,Lon All,2/7/2018,47, AA Resort,14,2,0,0,A,YES,YES,Mrs,NO,No
1/29/2017,8:06:38,Extremely Fast,WEB,,8,11,A,grade1,Lon Gat,8/19/2017,28, AC,14,5,1,0,A,YES,NO,Mrs,NO,No
3/22/2017,23:54:38,Extremely Fast,WEB,,0,7,E,grade2,Any Airport,9/8/2017,24, AC,14,7,0,0,A,YES,YES,Mrs,NO,No
1/28/2017,10:14:39,Extremely Fast,WEB,,8,7,A,grade1,Lon All,10/20/2017,38, JH Area,14,3,2,0,A,YES,NO,Mrs,NO,No
9/22/2018,4:42,Extremely Fast,WEB,Yes,1,3,A,grade2,MCH,12/5/2018,11, NM AB Resort,10,2,0,0,B,YES,YES,Mrs,YES,No
8/16/2017,2:22:07,Extremely Fast,WEB,Yes,1,1,A,grade3,Lon Heathrow,3/19/2018,31, AC,11,2,0,0,None Required,NO,NO,Mrs,NO,No
9/6/2018,8:20,Extremely Fast,WEB,,5,4,A,grade1,BH,11/7/2018,9, Reunion Resort,14,4,1,1,A,YES,YES,Mrs,YES,No
11/1/2018,0:52,Extremely Fast,WEB,Yes,0,3,A,grade2,Lon Gat,4/11/2019,23, AA Resort,12,3,1,0,None Required,YES,NO,Mrs,YES,No
3/28/2017,10:44:39,Extremely Fast,WEB,Yes,0,3,B,grade2,BH,8/5/2017,18, CC City,15,5,0,0,B,NO,NO,Mrs,NO,No
1/23/2019,9:31,Extremely Fast,WEB,Yes,11,3,A,grade1,MCH,4/21/2020,65, JH Area,14,2,0,0,A,YES,NO,Mrs,NO,No
4/16/2017,8:58:38,Extremely Fast,WEB,Yes,8,2,A,grade1,EM,8/12/2017,16, JH Area,14,2,1,0,A,YES,YES,Mrs,NO,No
1/9/2019,7:28,Extremely Fast,WEB,Yes,7,2,E,,Lon Gat,4/4/2020,64, AB,14,2,2,0,A,YES,YES,Mrs,YES,No
9/7/2017,2:34:07,Extremely Fast,WEB,,21,11,A,grade2,GG,10/5/2018,56, AB,14,8,1,0,A,YES,YES,Mrs,NO,No
7/25/2017,0:02:38,Extremely Fast,WEB,Yes,11,3,A,grade2,B,5/7/2018,41, AB,14,2,2,1,B,YES,YES,Mrs,NO,No
9/8/2017,1:50:07,Extremely Fast,WEB,,8,6,A,grade2,MCH,8/18/2018,49, AC,14,11,0,0,B,YES,YES,Mrs,NO,No
3/12/2018,11:02,Extremely Fast,WEB,,7,4,A,grade2,Lon All,5/25/2018,10, AA Resort,14,1,1,0,B,NO,NO,Mrs,NO,No
4/2/2018,7:28,Extremely Fast,WEB,Yes,0,1,A,grade1,Lon All,11/23/2018,33, JH Area,14,2,0,0,A,NO,NO,Mrs,NO,No
6/18/2017,9:18:38,Extremely Fast,WEB,Yes,6,2,D,grade1,MCH,8/13/2017,8, AC,14,3,0,0,A,YES,YES,Mrs,NO,No
8/2/2018,8:30,Extremely Fast,WEB,Yes,1,1,A,grade1,B,6/24/2019,47, AB,14,4,0,0,None Required,YES,YES,Mrs,YES,No
9/8/2018,3:10,Extremely Fast,WEB,Yes,2,2,A,grade3,EM,4/13/2019,31, SeaWorld Resort Area,6,1,2,0,A,YES,YES,Mrs,YES,No
7/17/2018,8:26,Extremely Fast,WEB,Yes,3,1,B,grade2,Lon Heathrow,8/31/2019,58, CC City,14,4,0,0,None Required,YES,NO,Mrs,YES,No
1/1/2019,10:05,Extremely Fast,WEB,Yes,1,2,A,grade2,Lon Gat,6/16/2020,76, DC Drive,14,2,0,0,B,YES,NO,Mrs,YES,No
8/22/2017,7:56:07,Extremely Fast,WEB,,23,4,D,grade1,Lon All,10/15/2018,60, AC,20,4,1,0,None Required,NO,NO,Mrs,NO,No
10/1/2017,10:52:07,Extremely Fast,WEB,,2,3,A,grade1,Lon Stansted,8/2/2018,43, AB,21,5,0,0,A,NO,NO,Mrs,NO,No
5/29/2017,5:32:38,Extremely Fast,WEB,Yes,0,0,B,grade2,MCH,8/1/2017,9, AB,21,3,0,0,None Required,NO,NO,Mrs,NO,No
6/17/2018,9:00,Extremely Fast,WEB,Yes,7,3,A,grade2,MCH,4/21/2019,44, LH,7,5,3,0,None Required,YES,NO,Mrs,YES,No
9/14/2017,7:58:07,Extremely Fast,WEB,,10,1,A,grade2,MCH,5/8/2019,86, AB,14,1,0,0,B,NO,NO,Mrs,NO,No
4/18/2017,6:48:38,Extremely Fast,WEB,Yes,0,1,A,grade2,Lon Heathrow,9/7/2018,72, AC,14,2,0,0,B,YES,YES,Mrs,NO,No
1/3/2017,1:34:38,Extremely Fast,WEB,Yes,0,1,A,grade2,Lon All,10/22/2017,42, AB,10,2,0,0,None Required,NO,NO,Mrs,NO,No
2/7/2017,0:52:38,Extremely Fast,WEB,Yes,1,2,A,grade2,MCH,2/1/2018,51, AB,18,4,0,0,None Required,NO,NO,Mrs,NO,No
10/28/2017,9:42:07,Extremely Fast,WEB,,12,4,A,grade1,Lon All,4/14/2018,24, AB,14,2,1,0,A,YES,YES,Mrs,NO,No
10/28/2017,8:44:08,Extremely Fast,WEB,Yes,10,1,A,grade3,BH,7/24/2018,39, AC,21,3,1,0,A,YES,YES,Mrs,NO,No
5/16/2018,10:24,Extremely Fast,WEB,,3,4,A,grade2,MCH,10/22/2018,23, AB,14,4,0,0,None Required,YES,YES,Mrs,NO,No
1/8/2018,6:44,Extremely Fast,WEB,Yes,19,4,B,grade2,Lon All,7/30/2018,29, AA Resort,14,3,1,0,A,NO,NO,Mrs,NO,No
10/4/2018,10:10,Extremely Fast,WEB,Yes,4,2,A,grade1,Lon Gat,4/3/2019,26, JH Area,16,4,0,0,A,YES,NO,Mrs,YES,No
1/11/2017,11:52:40,Extremely Fast,WEB,Yes,4,3,A,grade2,MCH,10/16/2017,40, AC,21,2,2,0,A,NO,NO,Mrs,NO,No
9/27/2017,5:18:07,Extremely Fast,WEB,,34,5,E,,MCH,10/7/2019,106, AC,16,4,2,0,A,NO,NO,Mrs,NO,No
9/3/2017,4:46:06,Extremely Fast,WEB,Yes,5,2,A,grade2,Lon All,10/31/2018,60, AA Resort,18,2,0,0,B,NO,NO,Mrs,NO,No
3/18/2018,10:44,Extremely Fast,WEB,Yes,13,4,E,,Lon All,4/3/2019,54, AB,16,7,1,0,A,NO,NO,Mrs,NO,No
7/29/2017,7:50:38,Extremely Fast,WEB,Yes,12,6,A,grade1,GG,7/13/2018,50, AC,14,3,3,0,A,NO,NO,Mrs,NO,No
9/25/2018,10:30,Extremely Fast,WEB,,0,2,A,grade1,GG,6/15/2019,37, PP Area,14,4,1,0,A,YES,NO,Mrs,YES,No
11/27/2018,9:08,Extremely Fast,WEB,Yes,9,4,A,grade2,MCH,9/6/2020,93, AA Resort,14,3,0,0,B,NO,NO,Mrs,YES,No
5/16/2017,0:40:38,Extremely Fast,WEB,Yes,0,4,A,grade1,MCH,7/28/2018,62, AC,16,6,3,0,A,YES,YES,Mrs,NO,No
9/7/2018,8:58,Extremely Fast,WEB,Yes,11,6,B,grade2,Lon Gat,7/24/2019,46, PP Area,14,4,0,0,A,YES,YES,Mrs,YES,No
3/31/2018,8:32,Extremely Fast,WEB,Yes,4,5,A,grade2,Lon Gat,8/5/2020,123, AA Resort,14,4,1,0,B,NO,NO,Mrs,NO,No
1/27/2019,8:22,Extremely Fast,WEB,Yes,0,1,A,grade1,MCH,10/27/2020,91, JH Area,14,2,1,0,None Required,YES,NO,Mrs,NO,No
3/7/2018,10:40,Extremely Fast,WEB,,6,3,B,grade2,D,8/8/2018,22, LV,9,4,0,0,B,NO,NO,Mrs,NO,No
8/17/2018,1:32,Extremely Fast,WEB,Yes,8,3,A,grade2,ED,5/31/2019,41, LV,7,10,0,0,None Required,YES,YES,Mrs,YES,No
6/1/2017,8:48:38,Extremely Fast,WEB,,4,2,A,grade2,Lon All,3/11/2018,41, AA Resort,10,2,0,0,B,NO,NO,Mrs,NO,No
3/13/2018,10:34,Extremely Fast,WEB,Yes,0,2,B,grade2,MCH,4/16/2019,57, Memphis,12,2,0,0,B,YES,YES,Mrs,NO,No
1/18/2017,10:16:39,Extremely Fast,WEB,,22,1,A,grade1,GG,1/1/2018,50, AC,21,2,0,0,None Required,YES,NO,Mrs,NO,No
6/2/2018,9:08,Extremely Fast,WEB,Yes,3,2,A,grade3,Lon All,9/24/2019,69, AC,14,2,0,0,B,NO,NO,Mrs,NO,No
10/18/2017,7:24:06,Extremely Fast,WEB,Yes,4,2,B,grade2,Any Airport,10/1/2018,50, CC City,6,2,0,0,None Required,YES,YES,Mrs,NO,No
7/4/2017,6:18:42,Extremely Fast,WEB,,7,8,A,grade1,Lon All,8/8/2018,57, AB,14,2,2,0,A,YES,YES,Mrs,NO,No
6/13/2017,10:10:38,Extremely Fast,WEB,Yes,4,1,A,grade1,Lon All,4/30/2019,98, AB,14,4,2,0,A,YES,YES,Mrs,NO,No
8/17/2017,13:16:11,Extremely Fast,WEB,Yes,0,1,A,grade2,Lon All,2/27/2018,28, AA Resort,10,2,0,0,B,YES,YES,Mrs,NO,No
5/9/2017,8:30:39,Extremely Fast,WEB,Yes,1,4,B,grade2,MCH,8/13/2019,118, AB,14,2,2,0,B,NO,NO,Mrs,NO,No
5/15/2017,2:04:38,Extremely Fast,WEB,,1,1,A,grade2,Lon All,9/12/2018,69, AC,14,2,0,0,B,YES,YES,Mrs,NO,No
2/2/2017,10:06:37,Extremely Fast,WEB,,4,3,B,grade1,MCH,7/22/2017,24, CC City,14,3,1,0,A,YES,NO,Mrs,NO,No
3/7/2017,1:36:38,Extremely Fast,WEB,Yes,5,2,A,grade1,ED,10/7/2017,30, AA Resort,14,2,3,0,A,NO,NO,Mrs,NO,No
3/30/2017,11:22:37,Extremely Fast,WEB,,2,1,A,grade2,MCH,9/6/2018,75, AC,14,3,1,0,None Required,NO,NO,Mrs,NO,No
7/29/2018,9:54,Extremely Fast,WEB,Yes,1,1,E,,Lon Gat,7/1/2019,48, Tampa,14,4,1,0,None Required,YES,NO,Mrs,YES,No
3/23/2017,10:34:38,Slow,WEB,,2,1,A,grade1,Lon All,7/16/2018,69, AC,14,2,0,0,A,YES,YES,Mrs,NO,No
6/27/2017,7:08:38,Slow,WEB,Yes,2,6,A,grade2,Lon All,5/20/2019,99, AC,14,2,2,0,B,NO,NO,Mrs,NO,No
6/13/2018,9:18,Slow,WEB,,4,1,A,grade1,MCH,5/24/2019,49, AB,14,3,1,0,A,YES,NO,Mrs,YES,No
8/29/2018,8:48,Slow,WEB,Yes,18,6,A,grade2,Lon Gat,4/3/2020,83, AA Resort,14,4,0,0,None Required,YES,NO,Mrs,YES,No
11/12/2017,8:24:07,Slow,WEB,,2,9,A,grade1,Lon Gat,4/2/2018,20, AC,13,2,3,0,A,YES,YES,Mrs,NO,No
1/19/2017,13:42:42,Slow,WEB,,13,4,A,grade1,BH,8/4/2018,80, AC,14,5,1,0,None Required,YES,NO,Mrs,NO,No
3/16/2018,7:14,Slow,WEB,Yes,11,2,C,grade1,Any Airport,1/28/2019,46, AC,28,2,0,0,A,YES,YES,Mrs,NO,No
1/3/2019,9:14,Slow,WEB,,2,6,A,grade1,Lon All,8/1/2020,82, JH Area,14,4,0,0,A,YES,YES,Mrs,YES,No
9/10/2018,12:56,Slow,WEB,,10,3,B,grade2,Lon Gat,8/13/2019,48, PP Area,14,2,1,0,A,YES,NO,Mrs,YES,No
5/14/2018,9:50,Slow,WEB,,6,2,A,grade2,MCH,10/30/2019,76, AB,14,2,0,0,A,YES,YES,Mrs,NO,No
9/18/2018,13:20,Slow,WEB,,9,2,A,grade2,BH,3/18/2019,26, Key West,10,2,0,0,None Required,YES,NO,Mrs,YES,No
9/6/2017,6:58:07,Slow,WEB,,10,3,A,grade1,Lon Gat,6/24/2018,42, AC,14,11,0,0,A,NO,NO,Mrs,NO,No
