Enquiry.Date,Enquiry.Time,Allocated.Time,Web.or.Phone,Answered by specialist,ConversationRCD,TempSent,Holiday.Type,Accom.type,Dep.Airport,Dep.Date,Lead.Time,Destination,Duration,Adults,Children,Infants,Transport.Type,Answered.Q,Notes.Completed,Title,Enquiry.Comments,Booked.Status
7/4/2018,9:04,Slow,WEB,Yes,11,2,A,grade1,Lon Heathrow,9/30/2019,65, JH Area,14,5,0,0,A,YES,YES,Mr,YES,No
5/17/2018,13:04,Slow,WEB,Yes,4,3,A,grade2,Lon All,9/20/2019,70, JH Area,15,2,0,0,None Required,YES,YES,Mr,NO,No
4/17/2017,12:56:39,Slow,WEB,,7,4,A,grade2,Lon All,10/16/2019,130, AC,14,2,2,0,A,YES,YES,Mr,NO,No
6/16/2018,6:56,Slow,WEB,Yes,0,3,B,grade2,MCH,4/5/2019,42, NM AB Resort,14,3,0,0,A,YES,YES,Mr,YES,No
3/15/2017,9:16:37,Slow,WEB,,9,2,A,grade1,Any Airport,6/12/2019,117, AC,14,2,3,0,A,NO,NO,Mr,NO,No
12/4/2017,12:36:08,Slow,WEB,,5,2,A,grade2,Lon All,11/17/2019,102, CC City,7,4,0,0,B,NO,NO,Mr,NO,No
12/30/2018,8:15,Slow,WEB,Yes,1,6,A,grade2,MCH,1/16/2020,54, AB,7,4,0,0,None Required,YES,NO,Mr,NO,No
1/28/2019,12:29,Slow,WEB,,5,2,D,,GG,12/27/2019,47, LH,3,2,1,0,B,YES,NO,Mr,NO,No
1/4/2018,11:30,Slow,WEB,,0,2,C,grade1,Any Airport,7/24/2018,29, AC,14,6,0,0,A,NO,NO,Mr,NO,No
1/21/2019,13:29,Slow,WEB,Yes,2,1,A,grade1,GG,10/7/2020,89, AB,14,4,2,0,None Required,YES,NO,Mr,NO,No
2/10/2017,5:44:38,Slow,WEB,Yes,4,2,E,grade1,MCH,8/15/2017,27, AB,14,6,0,1,A,NO,NO,Mr,NO,No
5/11/2018,8:02,Slow,WEB,Yes,15,5,C,grade2,Any Airport,10/23/2019,76, AA Resort,14,3,1,0,B,YES,YES,Mr,NO,No
5/15/2018,15:28,Slow,WEB,Yes,1,4,B,grade2,Any Airport,10/31/2018,24, CC City,6,2,0,0,None Required,NO,NO,Mr,NO,No
1/1/2017,8:38:38,Slow,WEB,,15,4,A,grade1,Lon Gat,6/7/2018,74, AC,14,7,1,0,A,YES,NO,Mr,NO,No
1/29/2018,11:28,Slow,WEB,Yes,3,0,A,grade1,Lon All,9/13/2018,32, AB,14,2,5,1,A,NO,NO,Mr,NO,No
7/29/2018,8:12,Slow,WEB,Yes,12,2,D,grade2,Lon All,9/21/2019,59, AA Resort,7,4,1,0,B,YES,NO,Mr,YES,No
12/29/2018,4:59,Slow,WEB,Yes,0,1,A,grade2,Lon Heathrow,8/11/2019,33, AA Resort,10,1,3,0,B,YES,NO,Mr,YES,No
8/17/2017,8:24:06,Slow,WEB,Yes,0,1,A,grade2,Lon All,8/17/2018,52, AA Resort,14,3,1,0,B,NO,NO,Mr,NO,No
9/18/2017,12:40:11,Slow,WEB,,11,5,E,,Lon Gat,9/30/2018,54, AB,14,5,2,0,None Required,NO,NO,Mr,NO,No
2/28/2018,15:30,Slow,WEB,,0,1,A,grade2,Lon All,9/17/2018,29, AA Resort,10,2,0,0,B,NO,NO,Mr,NO,No
6/18/2018,13:14,Slow,WEB,Yes,4,4,D,grade2,Lon All,7/27/2019,57, AB,14,2,1,0,None Required,YES,YES,Mr,YES,No
2/20/2017,11:06:38,Slow,WEB,,14,4,A,grade1,Lon Gat,2/3/2018,49, AC,14,2,2,0,A,NO,NO,Mr,NO,No
1/16/2018,11:46,Slow,WEB,Yes,7,1,A,grade1,MCH,4/9/2020,116, AB,14,10,3,0,None Required,NO,NO,Mr,NO,No
3/31/2018,9:28,Slow,WEB,Yes,0,4,B,grade1,Lon Gat,6/24/2018,13, JH Area,18,5,0,0,A,YES,YES,Mr,NO,No
9/19/2018,7:56,Slow,WEB,Yes,8,1,A,grade2,MCH,7/25/2019,44, Reunion Resort,14,2,3,0,None Required,YES,NO,Mr,YES,No
4/26/2017,13:16:38,Slow,WEB,,3,2,A,grade2,MCH,5/8/2018,54, AC,14,2,2,0,None Required,NO,NO,Mr,NO,No
10/15/2017,13:26:07,Slow,WEB,Yes,3,4,B,grade1,MCH,8/2/2018,41, SeaWorld Resort Area,16,5,1,0,A,YES,YES,Mr,NO,No
2/9/2018,12:44,Slow,WEB,Yes,4,1,E,,Lon All,5/22/2019,67, AC,14,3,0,0,A,NO,NO,Mr,NO,No
1/15/2017,7:02:38,Slow,WEB,Yes,2,4,A,grade2,Lon All,3/31/2017,10, NM AB Resort,7,3,1,0,B,NO,NO,Mr,NO,No
1/19/2019,9:58,Slow,WEB,,8,3,B,,MCH,6/30/2020,76, CC City,6,3,0,0,B,YES,YES,Mr,YES,No
2/9/2017,6:20:38,Slow,WEB,,8,1,A,grade2,Lon Heathrow,7/8/2017,21, AC,7,2,1,0,None Required,NO,NO,Mr,NO,No
8/18/2018,10:38,Slow,WEB,Yes,4,3,A,grade2,Bristol,2/11/2019,26, AB,14,3,1,0,B,YES,NO,Mr,YES,No
1/5/2019,10:56,Slow,WEB,Yes,2,1,A,grade2,Lon All,8/26/2019,34, AA Resort,14,2,2,0,B,YES,NO,Mr,YES,No
4/24/2017,14:04:39,Slow,WEB,Yes,6,2,E,grade1,Lon All,7/11/2018,63, AC,14,18,2,1,A,NO,NO,Mr,NO,No
5/4/2018,12:46,Slow,WEB,Yes,0,1,A,grade2,MCH,3/29/2020,100, AC,14,3,1,0,A,YES,YES,Mr,NO,No
11/27/2018,9:44,Slow,WEB,,9,2,A,grade1,Lon All,7/15/2019,33, South Beach,10,7,0,0,B,YES,YES,Mr,YES,No
12/9/2017,12:24:08,Slow,WEB,,3,4,A,grade1,Lon All,7/24/2018,33, AC,14,2,3,0,A,NO,NO,Mr,NO,No
2/13/2018,8:16,Slow,WEB,Yes,5,3,B,grade1,Lon All,7/1/2020,124, CC City,22,4,0,0,A,NO,NO,Mr,NO,No
5/28/2018,8:16,Slow,WEB,Yes,0,2,A,grade3,Lon Gat,4/13/2019,45, AC,14,2,2,0,A,NO,NO,Mr,NO,No
9/19/2017,15:18:12,Slow,WEB,,16,4,A,grade1,NC,10/3/2018,54, AC,12,2,1,0,B,YES,YES,Mr,NO,No
10/6/2017,10:54:11,Slow,WEB,,15,6,A,grade2,Lon Gat,4/19/2018,28, AB,21,4,0,1,A,YES,YES,Mr,NO,No
9/6/2018,13:40,Slow,WEB,Yes,3,3,B,grade2,MCH,10/18/2019,58, CC City,13,3,1,0,A,YES,YES,Mr,YES,No
11/9/2017,8:12:07,Slow,WEB,Yes,0,1,A,grade2,BH,3/19/2018,19, AB,7,2,0,0,B,NO,NO,Mr,NO,No
1/25/2018,13:30,Slow,WEB,,13,1,A,grade1,MCH,4/16/2019,64, AC,14,4,2,0,A,NO,NO,Mr,NO,No
4/10/2017,6:44:38,Slow,WEB,Yes,1,2,A,grade1,Lon Gat,7/18/2018,66, AC,14,6,0,0,A,NO,NO,Mr,NO,No
3/4/2017,14:10:38,Slow,WEB,Yes,6,1,E,grade2,Any Airport,8/11/2017,23, Tampa,20,3,1,0,None Required,NO,NO,Mr,NO,No
9/8/2018,11:22,Slow,WEB,,2,3,E,,MCH,10/1/2019,56, AB,21,5,1,0,None Required,YES,NO,Mr,YES,No
4/8/2017,12:52:39,Slow,WEB,,8,3,A,grade2,MCH,10/8/2018,79, AC,14,7,2,0,A,NO,NO,Mr,NO,No
4/25/2017,7:56:38,Slow,WEB,Yes,1,4,B,grade3,Lon All,8/12/2017,15, CC City,19,4,0,0,A,NO,NO,Mr,NO,No
12/6/2018,6:10,Slow,WEB,Yes,0,1,A,grade2,Lon Gat,9/7/2019,39, AB,14,5,0,0,B,YES,NO,Mr,YES,No
2/5/2017,6:20:39,Slow,WEB,,9,1,A,grade1,Lon Gat,10/15/2018,88, AC,14,4,1,0,A,NO,NO,Mr,NO,No
10/1/2017,15:14:11,Slow,WEB,Yes,0,1,A,grade1,MCH,10/26/2018,55, JH Area,14,4,1,1,A,NO,NO,Mr,NO,No
3/9/2017,15:48:38,Slow,WEB,,5,2,A,grade1,Lon Gat,10/15/2018,84, AB,10,7,3,0,None Required,YES,YES,Mr,NO,No
5/1/2018,7:14,Slow,WEB,Yes,15,7,B,grade2,GG,10/29/2019,78, NM AB Resort,14,3,1,0,B,YES,YES,Mr,NO,No
7/28/2018,7:54,Slow,WEB,Yes,5,3,A,grade1,Lon Heathrow,7/13/2019,50, PP Area,10,4,3,0,A,YES,NO,Mr,YES,No
9/7/2018,9:46,Slow,WEB,Yes,0,2,A,grade2,Lon Gat,8/19/2020,102, DC Drive,14,3,1,0,B,YES,NO,Mr,YES,No
2/16/2017,8:42:42,Slow,WEB,,2,3,A,grade2,Lon All,7/15/2017,21, DC Drive,10,5,0,0,B,YES,NO,Mr,NO,No
2/17/2017,7:06:38,Slow,WEB,,0,3,A,grade1,NC,10/2/2017,33, AC,14,6,2,0,A,YES,NO,Mr,NO,No
5/29/2017,10:08:38,Slow,WEB,Yes,1,3,B,grade2,MCH,7/22/2017,7, CC City,12,4,0,0,A,NO,NO,Mr,NO,No
10/16/2017,14:42:07,Slow,WEB,,2,2,A,grade1,MCH,7/23/2018,40, AC,14,6,2,1,A,NO,NO,Mr,NO,No
4/28/2018,16:12,Slow,WEB,,0,2,A,grade3,Lon All,8/13/2019,68, AB,14,4,2,0,A,YES,YES,Mr,NO,No
3/5/2017,10:12:38,Slow,WEB,,13,3,A,grade1,MCH,8/3/2018,73, AC,14,2,2,0,A,YES,NO,Mr,NO,No
4/16/2017,7:20:38,Slow,WEB,Yes,17,1,A,grade1,MCH,3/30/2018,49, AC,14,5,1,1,A,YES,YES,Mr,NO,No
8/27/2017,7:06:06,Slow,WEB,Yes,3,3,A,grade2,Lon All,8/20/2018,51, AC,14,2,3,0,A,YES,YES,Mr,NO,No
10/7/2017,8:02:07,Slow,WEB,Yes,17,6,A,grade1,Lon All,5/14/2019,84, AC,14,7,5,0,A,NO,NO,Mr,NO,No
10/16/2017,9:56:11,Slow,WEB,Yes,0,2,A,grade2,Lon All,12/18/2017,9, DC Drive,10,1,1,0,None Required,NO,NO,Mr,NO,No
1/12/2018,11:52,Slow,WEB,Yes,2,1,B,grade2,Lon All,3/4/2018,8, SF,10,2,0,0,B,NO,NO,Mr,NO,No
1/29/2018,13:38,Slow,WEB,Yes,17,1,A,grade2,Lon All,5/20/2019,68, AC,10,2,2,0,B,NO,NO,Mr,NO,No
1/16/2017,5:42:38,Slow,WEB,Yes,1,2,A,grade1,Lon All,10/20/2017,39, AB,14,11,2,0,None Required,NO,NO,Mr,NO,No
3/11/2017,10:20:42,Slow,WEB,,12,2,A,grade1,MCH,8/18/2018,75, AC,14,6,3,0,A,NO,NO,Mr,NO,No
1/30/2018,10:40,Slow,WEB,Yes,12,6,A,grade1,Lon All,4/9/2019,62, JH Area,14,2,3,0,A,NO,NO,Mr,NO,No
9/6/2018,10:22,Slow,WEB,,25,5,A,grade2,Bristol,5/23/2019,37, NM AB Resort,14,2,2,0,None Required,YES,YES,Mr,YES,No
3/4/2017,11:28:38,Slow,WEB,Yes,10,2,B,grade2,MCH,6/12/2018,67, DC Drive,28,3,0,0,B,YES,NO,Mr,NO,No
6/20/2017,12:48:45,Slow,WEB,Yes,0,1,A,grade1,MCH,10/2/2019,119, JH Area,14,2,0,0,A,YES,YES,Mr,NO,No
3/12/2018,7:46,Slow,WEB,Yes,4,1,B,grade2,Lon All,12/1/2018,37, LV,6,6,0,0,B,NO,NO,Mr,NO,No
6/20/2017,8:04:38,Slow,WEB,,5,4,A,grade2,Lon All,4/3/2018,41, AC,14,2,2,0,A,NO,NO,Mr,NO,No
12/4/2017,13:22:08,Slow,WEB,,9,9,E,,Lon Gat,8/20/2019,89, AC,14,5,0,0,A,NO,NO,Mr,NO,No
1/30/2018,17:28,Slow,WEB,,15,2,A,grade1,MCH,4/26/2019,64, AC,14,7,0,0,A,NO,NO,Mr,NO,No
5/10/2018,11:10,Slow,WEB,Yes,6,5,C,grade2,Any Airport,8/6/2019,65, AC,14,4,0,0,A,NO,NO,Mr,NO,No
8/13/2018,13:34,Slow,WEB,Yes,10,7,A,grade2,Lon Gat,10/28/2019,63, AA Resort,14,2,2,0,None Required,YES,NO,Mr,YES,No
1/4/2019,16:25,Slow,WEB,Yes,0,1,D,,MCH,11/16/2019,45, Fort Lauderdale,14,2,0,0,None Required,YES,YES,Mr,YES,No
7/27/2018,14:34,Slow,WEB,Yes,2,1,A,grade2,Lon All,10/18/2019,64, NM AB Resort,14,2,2,0,None Required,YES,NO,Mr,YES,No
6/15/2017,6:04:39,Slow,WEB,,8,2,A,grade1,Lon Heathrow,8/14/2018,61, JH Area,14,2,3,0,None Required,NO,NO,Mr,NO,No
8/8/2018,16:14,Slow,WEB,,0,2,A,grade1,MCH,3/20/2020,84, JH Area,14,7,0,0,A,YES,NO,Mr,YES,No
3/31/2018,9:18,Slow,WEB,Yes,0,1,B,grade1,GG,10/5/2019,79, DC Drive,14,3,0,0,A,YES,YES,Mr,NO,No
4/12/2017,15:27:27,Slow,PHONE,,0,2,A,grade2,Lon All,5/18/2018,57, PP World Hotels,16,4,3,0,B,NO,NO,Mr,NO,No
6/18/2017,9:26:38,Slow,WEB,,1,2,A,grade1,Lon All,3/31/2018,40, AC,14,5,1,0,A,YES,YES,Mr,NO,No
10/20/2018,11:52,Slow,WEB,,12,3,A,grade2,Lon All,5/2/2019,28, IO Vista,14,2,0,0,B,YES,NO,Mr,YES,No
1/17/2019,6:28,Slow,WEB,Yes,7,2,E,,Lon Gat,4/18/2019,13, AB,7,2,0,0,None Required,YES,YES,Mr,YES,No
6/11/2017,7:04:38,Slow,WEB,Yes,13,2,A,grade2,MCH,9/10/2018,65, AC,11,1,2,0,None Required,YES,YES,Mr,NO,No
4/4/2017,14:24:38,Slow,WEB,,16,3,A,grade1,Lon Gat,10/17/2018,80, AC,14,3,2,0,A,YES,YES,Mr,NO,No
9/8/2018,10:34,Slow,WEB,Yes,3,3,B,grade2,GG,9/13/2019,53, NM AB Resort,14,2,0,0,A,YES,NO,Mr,YES,No
6/18/2017,12:18:38,Slow,WEB,Yes,6,2,B,grade2,Any Airport,7/12/2018,55, AC,20,3,0,0,None Required,NO,NO,Mr,NO,No
1/25/2018,16:52,Slow,WEB,,2,2,A,grade2,MCH,9/7/2019,84, AC,21,2,0,0,B,NO,NO,Mr,NO,No
4/19/2018,7:02,Slow,WEB,Yes,2,1,A,grade2,Lon Gat,8/8/2019,68, AC,20,3,1,0,None Required,NO,NO,Mr,NO,No
8/6/2018,11:32,Slow,WEB,Yes,6,1,A,grade2,GG,9/13/2019,57, DC Drive,14,3,0,0,B,YES,NO,Mr,YES,No
11/3/2017,8:55:17,Slow,WEB,,3,2,A,grade1,Lon All,11/6/2019,105, JH Area,21,9,2,0,A,YES,YES,Mr,NO,No
6/9/2018,13:28,Slow,WEB,Yes,5,0,A,grade1,Lon All,8/14/2018,10, AC,14,2,0,0,A,NO,NO,Mr,NO,No
7/15/2017,10:44:38,Slow,WEB,Yes,1,1,E,grade2,Lon All,7/16/2018,53, AC,21,2,3,0,A,YES,YES,Mr,NO,No
3/5/2018,14:48,Slow,WEB,,5,1,A,grade2,MCH,8/13/2018,23, AC,14,2,3,1,A,NO,NO,Mr,NO,No
9/22/2017,9:30:07,Slow,WEB,,7,1,A,grade3,Lon Gat,12/1/2018,62, AC,14,4,0,0,A,NO,NO,Mr,NO,No
1/13/2018,14:32,Slow,WEB,,1,2,E,,Lon All,10/18/2018,40, AB,10,2,3,0,None Required,NO,NO,Mr,NO,No
1/24/2018,6:28,Slow,WEB,Yes,2,2,B,grade2,MCH,12/27/2018,48, CC City,7,2,0,0,B,NO,NO,Mr,NO,No
10/12/2018,7:36,Slow,WEB,Yes,2,3,B,grade3,Lon All,6/20/2020,88, DC Drive,14,2,0,0,A,YES,NO,Mr,YES,No
4/25/2017,12:54:43,Slow,WEB,,12,2,A,grade2,MCH,8/28/2018,70, AC,14,1,1,0,B,NO,NO,Mr,NO,No
1/19/2018,14:06,Slow,WEB,Yes,16,4,A,grade2,Lon Gat,9/2/2018,33, AB,14,2,0,0,B,YES,YES,Mr,NO,No
1/28/2019,13:31,Slow,WEB,,0,1,A,grade1,Lon All,8/24/2019,29, JH Area,14,5,0,0,None Required,NO,NO,Mr,NO,No
2/3/2017,8:20:39,Slow,WEB,,1,2,A,grade1,BH,8/7/2018,79, AC,14,3,1,0,A,NO,NO,Mr,NO,No
8/15/2017,8:04:16,Slow,WEB,Yes,5,1,A,grade2,Lon Gat,3/13/2018,30, AB,14,2,0,0,B,NO,NO,Mr,NO,No
9/22/2017,6:30:07,Slow,WEB,Yes,5,4,A,grade2,MCH,10/23/2019,109, AC,14,2,0,0,B,YES,YES,Mr,NO,No
4/29/2018,9:18,Slow,WEB,Yes,6,5,B,grade1,NC,5/30/2020,108, AB,14,9,2,0,A,YES,YES,Mr,NO,No
12/21/2018,6:49,Slow,WEB,Yes,3,2,E,,Lon Gat,8/12/2020,86, AB,17,5,1,1,None Required,YES,NO,Mr,YES,No
5/25/2017,11:20:38,Slow,WEB,Yes,1,2,A,grade1,Lon Gat,11/1/2018,75, AC,14,3,2,0,A,NO,NO,Mr,NO,No
4/28/2018,7:22,Slow,WEB,Yes,1,1,A,grade2,Lon All,8/6/2018,15, DC Drive,10,3,1,0,A,YES,YES,Mr,NO,No
9/10/2018,17:00,Slow,WEB,,5,2,A,grade1,MCH,9/14/2020,105, AB,16,4,2,0,A,YES,NO,Mr,YES,No
9/8/2018,7:48,Slow,WEB,Yes,0,3,B,grade2,Lon Gat,8/21/2019,50, PP Area,14,4,0,0,A,NO,NO,Mr,YES,No
2/9/2017,7:52:38,Slow,WEB,,6,4,D,grade2,BH,5/1/2017,12, AC,14,2,0,0,A,YES,NO,Mr,NO,No
3/11/2017,8:50:40,Slow,WEB,,5,1,E,grade2,MCH,8/8/2017,22, AC,14,2,2,0,None Required,NO,NO,Mr,NO,No
8/19/2017,8:16:06,Slow,WEB,Yes,0,1,B,grade2,Lon Gat,10/26/2018,62, AB,15,2,0,0,B,NO,NO,Mr,NO,No
9/9/2017,8:04:06,Slow,WEB,,6,3,A,grade1,Lon Gat,4/24/2018,33, AC,14,2,1,0,A,YES,YES,Mr,NO,No
7/24/2018,10:20,Slow,WEB,Yes,8,1,A,grade1,MCH,12/2/2018,19, DC Drive,10,5,0,0,None Required,YES,NO,Mr,YES,No
8/11/2018,11:24,Slow,WEB,Yes,5,7,E,,MCH,12/23/2018,20, PP Area,14,6,1,0,A,YES,YES,Mr,YES,No
9/10/2018,12:56,Slow,WEB,,11,2,A,grade1,Lon All,8/4/2019,47, JH Area,24,4,0,0,A,YES,YES,Mr,YES,No
4/4/2017,8:18:38,Slow,WEB,Yes,3,1,A,grade2,GG,6/29/2018,64, AA Resort,14,2,2,0,B,NO,NO,Mr,NO,No
9/4/2017,12:06:07,Slow,WEB,,1,3,A,grade1,Lon Stansted,7/10/2018,44, AC,18,8,1,1,A,NO,NO,Mr,NO,No
12/29/2018,9:11,Slow,WEB,Yes,0,3,A,grade2,BH,4/4/2020,66, AA Resort,14,3,2,0,A,YES,NO,Mr,NO,No
1/31/2018,8:58,Slow,WEB,Yes,0,1,A,grade1,Lon All,7/23/2018,25, AC,12,3,0,0,A,NO,NO,Mr,NO,No
9/13/2017,15:26:07,Slow,WEB,,8,2,E,,Lon All,10/21/2018,58, AB,11,5,0,0,A,YES,YES,Mr,NO,No
3/11/2017,9:00:42,Slow,WEB,,9,1,A,grade2,MCH,8/12/2017,22, AC,14,3,1,0,B,NO,NO,Mr,NO,No
1/28/2018,13:30,Slow,WEB,,2,3,A,grade3,Lon Gat,3/30/2018,8, AC,15,2,2,0,A,NO,NO,Mr,NO,No
4/15/2018,12:28,Slow,WEB,,2,1,A,grade1,Lon All,3/25/2019,49, AC,14,3,2,0,A,NO,NO,Mr,NO,No
9/25/2017,12:04:12,Slow,WEB,,11,5,A,grade1,MCH,8/4/2018,44, AB,14,6,4,0,A,NO,NO,Mr,NO,No
10/6/2017,8:38:07,Slow,WEB,Yes,1,1,E,,NC,8/13/2018,45, AC,14,3,1,0,None Required,NO,NO,Mr,NO,No
6/28/2017,13:54:39,Slow,WEB,Yes,1,2,E,grade2,MCH,5/19/2018,46, AC,14,3,1,0,A,YES,YES,Mr,NO,No
4/2/2017,14:48:42,Slow,WEB,Yes,2,2,A,grade1,Lon Gat,9/6/2018,74, AC,14,5,0,0,A,NO,NO,Mr,NO,No
8/21/2017,7:34:06,Slow,WEB,Yes,0,1,A,grade1,Lon All,5/15/2018,38, JH Area,21,4,2,0,A,NO,NO,Mr,NO,No
1/20/2019,15:51,Slow,WEB,Yes,5,2,B,,Lon All,8/27/2020,83, LV,9,2,0,0,B,YES,NO,Mr,YES,No
4/10/2018,9:28,Slow,WEB,Yes,3,4,D,grade3,Lon All,4/6/2019,51, DC Drive,7,4,1,0,A,NO,NO,Mr,NO,No
6/28/2017,12:40:42,Slow,WEB,,6,8,E,grade1,GG,7/2/2018,53, AC,14,6,1,0,A,YES,YES,Mr,NO,No
11/14/2018,6:34,Slow,WEB,Yes,3,3,A,grade1,Lon All,5/26/2019,28, JH Area,14,3,1,0,A,YES,NO,Mr,YES,No
3/6/2017,10:40:43,Slow,WEB,,1,1,A,grade2,MCH,8/19/2017,23, AC,13,1,1,0,B,YES,NO,Mr,NO,No
5/12/2018,16:32,Slow,WEB,Yes,6,2,A,grade1,Lon All,7/16/2019,62, AC,14,7,2,0,A,YES,YES,Mr,NO,No
9/22/2018,13:38,Slow,WEB,Yes,1,1,A,grade1,Lon All,8/7/2019,46, JH Area,14,4,1,0,A,YES,NO,Mr,YES,No
9/30/2017,14:12:11,Slow,WEB,Yes,3,1,A,grade1,GG,7/19/2019,94, AB,14,7,1,0,A,YES,YES,Mr,NO,No
2/3/2017,7:40:42,Slow,WEB,Yes,8,1,A,grade3,Lon All,8/17/2017,28, DC Drive,14,2,3,0,None Required,YES,NO,Mr,NO,No
6/29/2017,11:26:39,Slow,WEB,Yes,1,1,A,grade3,Lon All,3/2/2018,35, JH Area,14,2,0,0,B,NO,NO,Mr,NO,No
7/27/2017,9:44:37,Slow,WEB,Yes,9,3,A,grade2,Lon All,9/15/2018,59, LV,11,4,0,0,None Required,NO,NO,Mr,NO,No
1/29/2019,8:29,Slow,WEB,Yes,3,2,A,grade1,Lon All,7/14/2020,76, JH Area,28,4,1,0,A,YES,NO,Mr,NO,No
11/14/2017,7:26:06,Slow,WEB,Yes,0,1,A,grade1,MCH,1/2/2018,7, AC,18,2,0,0,B,YES,YES,Mr,NO,No
9/20/2018,13:58,Slow,WEB,,12,4,A,grade1,Lon Gat,4/19/2019,30, PP Area,10,6,2,0,A,YES,NO,Mr,YES,No
2/8/2018,14:48,Slow,WEB,Yes,8,3,A,grade2,Lon All,8/20/2018,28, AB,15,1,1,0,A,NO,NO,Mr,NO,No
3/3/2018,9:00,Slow,WEB,,3,3,A,grade2,MCH,8/9/2018,23, AB,14,1,1,0,B,NO,NO,Mr,NO,No
4/4/2018,8:56,Slow,WEB,Yes,1,2,A,grade1,Lon Gat,7/25/2019,68, AC,28,4,3,0,B,YES,YES,Mr,NO,No
8/23/2018,8:52,Slow,WEB,Yes,1,1,A,grade1,MCH,7/27/2019,48, PP Area,14,6,0,0,A,YES,YES,Mr,YES,No
1/31/2017,11:28:38,Slow,WEB,,4,5,B,grade2,MCH,8/9/2017,27, CC City,3,4,0,0,A,NO,NO,Mr,NO,No
6/28/2017,12:48:42,Slow,WEB,,10,1,A,grade1,Lon All,3/29/2018,39, AC,10,4,3,0,A,YES,YES,Mr,NO,No
8/9/2017,8:28:39,Slow,WEB,Yes,4,2,E,grade1,Lon All,8/17/2019,105, AB,14,6,0,0,A,YES,YES,Mr,NO,No
9/19/2017,10:20:07,Slow,WEB,,5,5,A,grade1,Lon Heathrow,8/16/2018,47, JH Area,14,13,4,0,None Required,NO,NO,Mr,NO,No
1/21/2018,9:46,Slow,WEB,Yes,3,1,E,,Lon All,8/8/2019,80, AC,21,3,1,0,A,NO,NO,Mr,NO,No
2/15/2018,7:22,Slow,WEB,Yes,4,4,D,grade1,Lon All,3/30/2019,58, AC,14,4,3,0,A,NO,NO,Mr,NO,No
1/22/2019,8:29,Slow,WEB,,5,2,A,grade1,Lon All,10/18/2019,38, PP Area,7,4,5,0,None Required,YES,NO,Mr,NO,No
1/30/2017,13:12:43,Slow,WEB,Yes,1,4,A,grade1,MCH,7/26/2017,25, AB,14,3,1,0,None Required,NO,NO,Mr,NO,No
10/16/2017,11:44:08,Slow,WEB,,15,4,B,grade1,MCH,10/10/2019,103, CC City,14,2,1,0,A,YES,YES,Mr,NO,No
5/30/2018,9:04,Slow,WEB,Yes,6,1,A,grade1,GG,2/23/2019,38, Key West,14,4,0,0,A,NO,NO,Mr,NO,No
1/12/2017,13:00:39,Slow,WEB,,8,2,C,grade1,AD,4/1/2017,11, AB,14,3,1,0,None Required,NO,NO,Mr,NO,No
3/24/2017,14:34:39,Slow,WEB,Yes,4,1,A,grade2,MCH,5/16/2018,60, AB,14,2,2,0,None Required,YES,YES,Mr,NO,No
10/5/2017,7:20:08,Slow,WEB,,12,2,A,grade1,MCH,4/13/2019,79, AB,14,6,2,0,A,YES,YES,Mr,NO,No
5/31/2018,11:34,Slow,WEB,Yes,8,1,C,grade2,Any Airport,6/16/2018,2, AC,7,4,0,0,B,YES,YES,Mr,NO,No
9/7/2018,12:38,Slow,WEB,,10,4,A,grade1,MCH,11/16/2018,10, BF Coast,21,2,0,0,,NO,NO,Mr,NO,No
9/20/2018,15:38,Slow,WEB,Yes,5,5,A,grade1,Lon Gat,8/6/2019,46, AB,14,4,1,0,A,YES,NO,Mr,YES,No
4/28/2017,7:36:38,Slow,WEB,Yes,2,1,A,grade1,Lon Heathrow,8/9/2017,15, AC,8,3,1,0,A,YES,YES,Mr,NO,No
6/16/2017,7:56:38,Slow,WEB,Yes,0,1,C,grade2,Any Airport,7/13/2017,4, AC,15,3,1,0,None Required,NO,NO,Mr,NO,No
9/1/2017,10:40:07,Slow,WEB,Yes,20,6,A,grade1,NC,6/12/2018,41, AC,14,4,1,0,None Required,YES,YES,Mr,NO,No
3/24/2017,15:54:38,Slow,WEB,,1,3,A,grade1,Lon Heathrow,8/7/2018,72, AB,14,10,3,0,A,NO,NO,Mr,NO,No
5/18/2018,14:02,Slow,WEB,Yes,3,1,A,grade2,BH,12/29/2018,32, CC City,5,4,0,0,None Required,NO,NO,Mr,NO,No
4/21/2017,7:54:38,Slow,WEB,Yes,22,5,A,grade1,Lon Gat,3/28/2018,49, JH Area,14,7,3,0,A,NO,NO,Mr,NO,No
8/1/2017,11:12:39,Slow,WEB,Yes,34,5,E,grade2,Lon Gat,4/16/2018,37, AC,17,2,1,1,A,NO,NO,Mr,NO,No
1/27/2018,9:46,Slow,WEB,,14,3,B,grade2,MCH,8/14/2019,81, AB,14,3,1,0,B,YES,YES,Mr,NO,No
5/30/2018,16:18,Slow,WEB,,15,4,E,,MCH,7/18/2019,59, AB,11,4,1,0,A,NO,NO,Mr,NO,No
9/8/2017,7:20:07,Slow,WEB,,10,2,A,grade1,Lon All,8/4/2018,47, JH Area,14,2,2,0,None Required,YES,YES,Mr,NO,No
11/14/2017,15:44:08,Slow,WEB,Yes,2,2,A,grade1,Lon All,10/17/2018,48, JH Area,14,4,2,0,A,NO,NO,Mr,NO,No
